source_file,worker_id,output_id,discipline,model,annotation_range
bloc_tilt.csv,A3240Z3SG99X06,BD-072,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B5-027,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,BD-025,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,BD-052,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B4o-003,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A3240Z3SG99X06,B4o-092,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A3240Z3SG99X06,B5-079,bloc_tilt,gpt-5,1
bloc_tilt.csv,A3240Z3SG99X06,B4o-002,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A2P3XETFFG5K7J,B5-021,bloc_tilt,gpt-5,4
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-085,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-016,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-008,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A2P3XETFFG5K7J,B5-077,bloc_tilt,gpt-5,3
bloc_tilt.csv,A2P3XETFFG5K7J,BD-041,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-053,bloc_tilt,gpt-5,1
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-067,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-047,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-073,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-024,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-091,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A2P3XETFFG5K7J,B5-013,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-012,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-023,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-089,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-071,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-097,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-002,bloc_tilt,gpt-5,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-005,bloc_tilt,gpt-5,2
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-093,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-052,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-054,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-006,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A133HLDA3JJV0M,B4o-074,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-005,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-011,bloc_tilt,gpt-5,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-087,bloc_tilt,gpt-5,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-089,bloc_tilt,gpt-5,5
bloc_tilt.csv,A133HLDA3JJV0M,B5-096,bloc_tilt,gpt-5,4
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-082,bloc_tilt,deepseek,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-025,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B4o-059,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-078,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-014,bloc_tilt,gpt-5,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-037,bloc_tilt,gpt-5,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-054,bloc_tilt,gpt-5,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-055,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-079,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-085,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-004,bloc_tilt,gpt-5,1
bloc_tilt.csv,A133HLDA3JJV0M,BD-059,bloc_tilt,deepseek,1
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-063,bloc_tilt,deepseek,1
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-068,bloc_tilt,deepseek,2
bloc_tilt.csv,A133HLDA3JJV0M,BD-087,bloc_tilt,deepseek,5
bloc_tilt.csv,A133HLDA3JJV0M,B4o-021,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-068,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A133HLDA3JJV0M,B4o-073,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-009,bloc_tilt,gpt-5,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-059,bloc_tilt,gpt-5,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-078,bloc_tilt,gpt-5,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-081,bloc_tilt,gpt-5,4
bloc_tilt.csv,A133HLDA3JJV0M,B4o-018,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-022,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B4o-084,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A133HLDA3JJV0M,B5-003,bloc_tilt,gpt-5,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-041,bloc_tilt,gpt-5,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-074,bloc_tilt,gpt-5,5
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-042,bloc_tilt,deepseek,5
bloc_tilt.csv,A133HLDA3JJV0M,B4o-016,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-012,bloc_tilt,gpt-5,5
bloc_tilt.csv,A133HLDA3JJV0M,BD-016,bloc_tilt,deepseek,1
bloc_tilt.csv,A133HLDA3JJV0M,BD-022,bloc_tilt,deepseek,5
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-056,bloc_tilt,deepseek,1
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-092,bloc_tilt,deepseek,5
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-096,bloc_tilt,deepseek,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-099,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-017,bloc_tilt,deepseek,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-057,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-065,bloc_tilt,deepseek,5
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-023,bloc_tilt,deepseek,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-059,bloc_tilt,gpt-5,4
bloc_tilt.csv,A17QWRCEPG0775,B4o-007,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A17QWRCEPG0775,BD-077,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,B4o-064,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A17QWRCEPG0775,B5-052,bloc_tilt,gpt-5,4
bloc_tilt.csv,A17QWRCEPG0775,B5-066,bloc_tilt,gpt-5,5
bloc_tilt.csv,A17QWRCEPG0775,B4o-094,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-009,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A3240Z3SG99X06,B5-045,bloc_tilt,gpt-5,1
bloc_tilt.csv,A3240Z3SG99X06,BD-086,bloc_tilt,deepseek,3
bloc_tilt.csv,A3240Z3SG99X06,BD-065,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,BD-094,bloc_tilt,deepseek,4
bloc_tilt.csv,A3240Z3SG99X06,B5-065,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,BD-026,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,BD-021,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-041,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A3240Z3SG99X06,B4o-004,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A3240Z3SG99X06,BD-039,bloc_tilt,deepseek,4
bloc_tilt.csv,A3240Z3SG99X06,BD-007,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,B5-005,bloc_tilt,gpt-5,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-035,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-068,bloc_tilt,deepseek,2
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-034,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-015,bloc_tilt,gpt-5,1
bloc_tilt.csv,A2P3XETFFG5K7J,BD-058,bloc_tilt,deepseek,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-075,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-057,bloc_tilt,deepseek,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-051,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-089,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-018,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-084,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-026,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A133HLDA3JJV0M,B4o-034,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A133HLDA3JJV0M,B4o-051,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-054,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-004,bloc_tilt,gpt-5,0
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-064,bloc_tilt,gpt-5,1
bloc_tilt.csv,A133HLDA3JJV0M,BD-026,bloc_tilt,deepseek,5
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-051,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-055,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-098,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A133HLDA3JJV0M,B5-028,bloc_tilt,gpt-5,1
bloc_tilt.csv,A133HLDA3JJV0M,B5-049,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-097,bloc_tilt,gpt-5,4
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-026,bloc_tilt,deepseek,2
bloc_tilt.csv,A39KQ6Q83RH3NO,B4o-028,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A133HLDA3JJV0M,B4o-063,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-087,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-021,bloc_tilt,gpt-5,5
bloc_tilt.csv,A133HLDA3JJV0M,B5-038,bloc_tilt,gpt-5,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-057,bloc_tilt,gpt-5,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-071,bloc_tilt,gpt-5,2
bloc_tilt.csv,A133HLDA3JJV0M,B4o-002,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-025,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A133HLDA3JJV0M,B4o-027,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A133HLDA3JJV0M,B4o-057,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-099,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-004,bloc_tilt,gpt-5,1
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-043,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-002,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-091,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A39KQ6Q83RH3NO,B5-005,bloc_tilt,gpt-5,1
bloc_tilt.csv,A133HLDA3JJV0M,B5-018,bloc_tilt,gpt-5,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-066,bloc_tilt,gpt-5,4
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-039,bloc_tilt,deepseek,5
bloc_tilt.csv,A133HLDA3JJV0M,BD-074,bloc_tilt,deepseek,5
bloc_tilt.csv,A133HLDA3JJV0M,B4o-055,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-063,bloc_tilt,gpt-5,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-081,bloc_tilt,gpt-5,4
bloc_tilt.csv,A133HLDA3JJV0M,B5-091,bloc_tilt,gpt-5,1
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-033,bloc_tilt,deepseek,5
bloc_tilt.csv,A39KQ6Q83RH3NO,BD-076,bloc_tilt,deepseek,5
bloc_tilt.csv,A133HLDA3JJV0M,BD-085,bloc_tilt,deepseek,5
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-068,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-058,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-012,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-064,bloc_tilt,deepseek,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-077,bloc_tilt,gpt-5,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-075,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A17QWRCEPG0775,BD-099,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,BD-098,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,B4o-095,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A17QWRCEPG0775,B5-061,bloc_tilt,gpt-5,5
bloc_tilt.csv,A17QWRCEPG0775,BD-091,bloc_tilt,deepseek,3
bloc_tilt.csv,A17QWRCEPG0775,BD-022,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-072,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-035,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-076,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A3240Z3SG99X06,B4o-073,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A3240Z3SG99X06,B4o-081,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,BD-089,bloc_tilt,deepseek,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-084,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-098,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,B4o-093,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-054,bloc_tilt,gpt-5,3
bloc_tilt.csv,A1E80Q7U5UXLMS,B5-049,bloc_tilt,gpt-5,1
bloc_tilt.csv,A1E80Q7U5UXLMS,BD-086,bloc_tilt,deepseek,3
bloc_tilt.csv,A3240Z3SG99X06,B5-055,bloc_tilt,gpt-5,2
bloc_tilt.csv,A3240Z3SG99X06,B5-024,bloc_tilt,gpt-5,4
bloc_tilt.csv,A3240Z3SG99X06,B5-049,bloc_tilt,gpt-5,2
bloc_tilt.csv,A3240Z3SG99X06,B5-069,bloc_tilt,gpt-5,4
bloc_tilt.csv,A3240Z3SG99X06,B5-038,bloc_tilt,gpt-5,4
bloc_tilt.csv,A3240Z3SG99X06,BD-069,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-072,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,BD-001,bloc_tilt,deepseek,1
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-038,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-036,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,BD-093,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-029,bloc_tilt,gpt-5,1
bloc_tilt.csv,A3240Z3SG99X06,B4o-099,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A3240Z3SG99X06,B5-059,bloc_tilt,gpt-5,4
bloc_tilt.csv,A3240Z3SG99X06,B4o-083,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A3240Z3SG99X06,B5-009,bloc_tilt,gpt-5,3
bloc_tilt.csv,A3240Z3SG99X06,B4o-061,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A3240Z3SG99X06,B5-098,bloc_tilt,gpt-5,2
bloc_tilt.csv,A3240Z3SG99X06,B4o-066,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-044,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A3240Z3SG99X06,BD-083,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-017,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A3240Z3SG99X06,B4o-051,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A3240Z3SG99X06,B5-026,bloc_tilt,gpt-5,5
bloc_tilt.csv,A2P3XETFFG5K7J,BD-075,bloc_tilt,deepseek,5
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-059,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-032,bloc_tilt,gpt-4o,5
bloc_tilt.csv,A2P3XETFFG5K7J,B5-025,bloc_tilt,gpt-5,4
bloc_tilt.csv,A2P3XETFFG5K7J,B5-056,bloc_tilt,gpt-5,1
bloc_tilt.csv,A2P3XETFFG5K7J,B4o-029,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A3240Z3SG99X06,B5-074,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-063,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A3240Z3SG99X06,B4o-079,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A3240Z3SG99X06,BD-003,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,BD-017,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,BD-076,bloc_tilt,deepseek,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-087,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A3240Z3SG99X06,B4o-021,bloc_tilt,gpt-4o,4
bloc_tilt.csv,A3240Z3SG99X06,B5-076,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,B4o-057,bloc_tilt,gpt-4o,3
bloc_tilt.csv,A3240Z3SG99X06,BD-051,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B5-008,bloc_tilt,gpt-5,3
bloc_tilt.csv,A3240Z3SG99X06,B5-037,bloc_tilt,gpt-5,2
bloc_tilt.csv,A3240Z3SG99X06,B5-003,bloc_tilt,gpt-5,4
bloc_tilt.csv,A3240Z3SG99X06,B5-086,bloc_tilt,gpt-5,2
bloc_tilt.csv,A3240Z3SG99X06,BD-082,bloc_tilt,deepseek,4
bloc_tilt.csv,A3240Z3SG99X06,B5-043,bloc_tilt,gpt-5,2
bloc_tilt.csv,A3240Z3SG99X06,BD-028,bloc_tilt,deepseek,2
bloc_tilt.csv,A17QWRCEPG0775,B4o-006,bloc_tilt,gpt-4o,1
bloc_tilt.csv,A17QWRCEPG0775,BD-096,bloc_tilt,deepseek,4
bloc_tilt.csv,A17QWRCEPG0775,BD-073,bloc_tilt,deepseek,5
bloc_tilt.csv,A17QWRCEPG0775,BD-008,bloc_tilt,deepseek,1
bloc_tilt.csv,A17QWRCEPG0775,B5-099,bloc_tilt,gpt-5,1
bloc_tilt.csv,A17QWRCEPG0775,BD-002,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B5-063,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,B5-064,bloc_tilt,gpt-5,1
bloc_tilt.csv,A3240Z3SG99X06,BD-023,bloc_tilt,deepseek,1
bloc_tilt.csv,A3240Z3SG99X06,B4o-084,bloc_tilt,gpt-4o,2
bloc_tilt.csv,A3240Z3SG99X06,B5-039,bloc_tilt,gpt-5,5
bloc_tilt.csv,A3240Z3SG99X06,B5-044,bloc_tilt,gpt-5,1
gender_occupation.csv,A133HLDA3JJV0M,G4o-053,gender_in_occupation,gpt-4o,1
gender_occupation.csv,A133HLDA3JJV0M,G5-087,gender_in_occupation,gpt-5,3
gender_occupation.csv,A133HLDA3JJV0M,G5-032,gender_in_occupation,gpt-5,4
gender_occupation.csv,A133HLDA3JJV0M,G5-079,gender_in_occupation,gpt-5,2
gender_occupation.csv,A133HLDA3JJV0M,G5-054,gender_in_occupation,gpt-5,5
gender_occupation.csv,A133HLDA3JJV0M,G5-045,gender_in_occupation,gpt-5,1
gender_occupation.csv,A2P3XETFFG5K7J,G4o-034,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A17QWRCEPG0775,G4o-088,gender_in_occupation,gpt-4o,1
gender_occupation.csv,A3240Z3SG99X06,GD-002,gender_in_occupation,deepseek,5
gender_occupation.csv,A3240Z3SG99X06,GD-009,gender_in_occupation,deepseek,4
gender_occupation.csv,A2P3XETFFG5K7J,GD-093,gender_in_occupation,deepseek,1
gender_occupation.csv,A2P3XETFFG5K7J,G4o-064,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A3240Z3SG99X06,G5-003,gender_in_occupation,gpt-5,4
gender_occupation.csv,A17QWRCEPG0775,G5-018,gender_in_occupation,gpt-5,1
gender_occupation.csv,A2P3XETFFG5K7J,G5-072,gender_in_occupation,gpt-5,3
gender_occupation.csv,A3240Z3SG99X06,G5-072,gender_in_occupation,gpt-5,1
gender_occupation.csv,A2P3XETFFG5K7J,G4o-008,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A3240Z3SG99X06,G4o-062,gender_in_occupation,gpt-4o,5
gender_occupation.csv,A17QWRCEPG0775,G4o-097,gender_in_occupation,gpt-4o,2
gender_occupation.csv,A2P3XETFFG5K7J,G5-022,gender_in_occupation,gpt-5,4
gender_occupation.csv,A3240Z3SG99X06,G5-063,gender_in_occupation,gpt-5,5
gender_occupation.csv,A3240Z3SG99X06,G4o-027,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A17QWRCEPG0775,G4o-028,gender_in_occupation,gpt-4o,1
gender_occupation.csv,A3240Z3SG99X06,G4o-039,gender_in_occupation,gpt-4o,1
gender_occupation.csv,A2P3XETFFG5K7J,G5-036,gender_in_occupation,gpt-5,4
gender_occupation.csv,A2P3XETFFG5K7J,GD-032,gender_in_occupation,deepseek,4
gender_occupation.csv,A3240Z3SG99X06,G4o-022,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A2P3XETFFG5K7J,G4o-063,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A17QWRCEPG0775,G4o-076,gender_in_occupation,gpt-4o,2
gender_occupation.csv,A3240Z3SG99X06,G5-007,gender_in_occupation,gpt-5,4
gender_occupation.csv,A2P3XETFFG5K7J,GD-092,gender_in_occupation,deepseek,1
gender_occupation.csv,A3240Z3SG99X06,G4o-069,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A2P3XETFFG5K7J,G5-028,gender_in_occupation,gpt-5,3
gender_occupation.csv,A3240Z3SG99X06,G5-073,gender_in_occupation,gpt-5,4
gender_occupation.csv,A17QWRCEPG0775,GD-008,gender_in_occupation,deepseek,5
gender_occupation.csv,A2P3XETFFG5K7J,GD-038,gender_in_occupation,deepseek,3
gender_occupation.csv,A2P3XETFFG5K7J,G4o-002,gender_in_occupation,gpt-4o,3
gender_occupation.csv,A2P3XETFFG5K7J,G4o-078,gender_in_occupation,gpt-4o,1
gender_occupation.csv,A2P3XETFFG5K7J,G4o-074,gender_in_occupation,gpt-4o,3
gender_occupation.csv,A2P3XETFFG5K7J,G5-029,gender_in_occupation,gpt-5,1
gender_occupation.csv,A2P3XETFFG5K7J,GD-051,gender_in_occupation,deepseek,1
gender_occupation.csv,A2P3XETFFG5K7J,G4o-069,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A133HLDA3JJV0M,GD-021,gender_in_occupation,deepseek,5
gender_occupation.csv,A133HLDA3JJV0M,G4o-085,gender_in_occupation,gpt-4o,5
gender_occupation.csv,A133HLDA3JJV0M,G4o-016,gender_in_occupation,gpt-4o,1
gender_occupation.csv,A133HLDA3JJV0M,G4o-008,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A133HLDA3JJV0M,GD-077,gender_in_occupation,deepseek,3
gender_occupation.csv,A133HLDA3JJV0M,G5-041,gender_in_occupation,gpt-5,1
gender_occupation.csv,A133HLDA3JJV0M,GD-094,gender_in_occupation,deepseek,5
gender_occupation.csv,A133HLDA3JJV0M,GD-012,gender_in_occupation,deepseek,1
gender_occupation.csv,A133HLDA3JJV0M,G5-034,gender_in_occupation,gpt-5,5
gender_occupation.csv,A133HLDA3JJV0M,G5-097,gender_in_occupation,gpt-5,4
gender_occupation.csv,A133HLDA3JJV0M,G4o-049,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A133HLDA3JJV0M,G5-084,gender_in_occupation,gpt-5,2
gender_occupation.csv,A17QWRCEPG0775,G4o-004,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A17QWRCEPG0775,G4o-093,gender_in_occupation,gpt-4o,1
gender_occupation.csv,A17QWRCEPG0775,GD-098,gender_in_occupation,deepseek,1
gender_occupation.csv,A17QWRCEPG0775,GD-001,gender_in_occupation,deepseek,1
gender_occupation.csv,A17QWRCEPG0775,G4o-028,gender_in_occupation,gpt-4o,1
gender_occupation.csv,A17QWRCEPG0775,G5-046,gender_in_occupation,gpt-5,1
gender_occupation.csv,A133HLDA3JJV0M,G4o-088,gender_in_occupation,gpt-4o,5
gender_occupation.csv,A133HLDA3JJV0M,G4o-065,gender_in_occupation,gpt-4o,4
gender_occupation.csv,A133HLDA3JJV0M,G5-047,gender_in_occupation,gpt-5,1
gender_occupation.csv,A133HLDA3JJV0M,G5-019,gender_in_occupation,gpt-5,1
gender_occupation.csv,A133HLDA3JJV0M,GD-046,gender_in_occupation,deepseek,1
gender_occupation.csv,A133HLDA3JJV0M,GD-002,gender_in_occupation,deepseek,5
gender_occupation.csv,A39KQ6Q83RH3NO,GD-053,gender_in_occupation,deepseek,1
gender_occupation.csv,A39KQ6Q83RH3NO,G4o-067,gender_in_occupation,gpt-4o,1
